Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
C;"Leemhuis, M; Özçep, ÖL; Wolter, D";;"Bergmann, R; Malburg, L; Rodermund, SC; Timm, IJ";;"Leemhuis, Mena; Oezcep, Oezguer L.; Wolter, Diedrich";;;Knowledge Graph Embeddings with Ontologies: Reification for Representing Arbitrary Relations;ADVANCES IN ARTIFICIAL INTELLIGENCE, KI 2022;Lecture Notes in Artificial Intelligence;;;;45th German Conference on Artificial Intelligence (KI);SEP 19-23, 2022;Univ Trier, ELECTR NETWORK;Aimpulse Intelligent Syst GmbH,Advancis Software & Serv GmbH,Dedalus HealthCare GmbH,Empolis Informat Management GmbH,Encoway GmbH,German Res Ctr Artificial Intelligence,IOS Press,Jolin Io Consulting,Klinikum Mutterhaus Borromaerinnen gGmbH,Livereader GmbH,Plattform Lernende Systeme,Springer,SWT Stadtwerke Trier Versorgungs GmbH,Verband Sicherheitstechnik e V;Univ Trier;;;;;;;;;"Ozcep, Ozgur Lutfu/0000-0001-7140-2574; Leemhuis, Mena/0000-0003-1017-8921";;;;;;;;;;;;;2945-9133;1611-3349;"978-3-031-15791-2; 978-3-031-15790-5";;;;2022;13404;;;;;;146;159;;10.1007/978-3-031-15791-2_13;http://dx.doi.org/10.1007/978-3-031-15791-2_13;;;;;;;;;;;;;WOS:000866991600013;View Full Record in Web of Science
J;"Song, DD; Zhang, F; Lu, MY; Yang, SC; Huang, HY";;;;"Song, Dandan; Zhang, Feng; Lu, Meiyan; Yang, Sicheng; Huang, Heyan";;;DTransE: Distributed Translating Embedding for Knowledge Graph;IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS;;;;;;;;;;;;;;;;;"; Zhang, Feng/X-6906-2019";"Song, Dandan/0000-0002-7239-6900; Zhang, Feng/0000-0003-1983-7321";;;;;;;;;;;;;1045-9219;1558-2183;;;;OCT 1;2021;32;10;;;;;2509;2523;;10.1109/TPDS.2021.3066442;http://dx.doi.org/10.1109/TPDS.2021.3066442;;;;;;;;;;;;;WOS:000641955400003;View Full Record in Web of Science
C;"Shi, JK; Li, M; Zhao, J";;"Iliadis, L; Papaleonidas, A; Angelov, P; Jayne, C";;"Shi, Junkang; Li, Ming; Zhao, Jing";;;Heterogeneous Graph Neural Network Knowledge Graph Completion Model Based on Improved Attention Mechanism;ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING, ICANN 2023, PT IV;Lecture Notes in Computer Science;;;;32nd International Conference on Artificial Neural Networks (ICANN);SEP 26-29, 2023;Heraklion, GREECE;;;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-031-44215-5; 978-3-031-44216-2";;;;2023;14257;;;;;;423;434;;10.1007/978-3-031-44216-2_35;http://dx.doi.org/10.1007/978-3-031-44216-2_35;;;;;;;;;;;;;WOS:001156953700035;View Full Record in Web of Science
C;"Dong, S; Wang, X; Chai, L; Li, J; Yang, Y";;"Nah, Y; Cui, B; Lee, SW; Yu, JX; Moon, YS; Whang, SE";;"Dong, Sicong; Wang, Xin; Chai, Lele; Li, Jianxin; Yang, Yajun";;;PDKE: An Efficient Distributed Embedding Framework for Large Knowledge Graphs;DATABASE SYSTEMS FOR ADVANCED APPLICATIONS (DASFAA 2020), PT II;Lecture Notes in Computer Science;;;;25th International Conference on Database Systems for Advanced Applications (DASFAA);SEP 24-27, 2020;Jeju, SOUTH KOREA;IITP,Sunjesoft Inc,Okestro,SW,DKU, RICT,KISTI,LG CNS,INZENT,Best Expert Grp Analyt,SK Broadband,MT,Selim,Wavus,Springer,Korea Inst Informat Scientists & Engineers,KIISE Database Soc Korea,CCF,Database Soc Japan,Future IT Forum;;;;;;;;;Li, Jianxin/IQV-5222-2023;Li, Jianxin/0000-0002-9059-330X;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-59415-2; 978-3-030-59416-9";;;;2020;12113;;;;;;588;603;;10.1007/978-3-030-59416-9_35;http://dx.doi.org/10.1007/978-3-030-59416-9_35;;;;;;;;;;;;;WOS:000886765600035;View Full Record in Web of Science
C;"Liang, QY; Wang, WH; Yu, J; Bao, FL";;;IEEE;"Liang, Qiuyu; Wang, Weihua; Yu, Jie; Bao, Feilong";;;Hierarchy-Aware Quaternion Embedding for Knowledge Graph Completion;2024 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, IJCNN 2024;IEEE International Joint Conference on Neural Networks (IJCNN);;;;International Joint Conference on Neural Networks (IJCNN);JUN 30-JUL 05, 2024;Yokohama, JAPAN;IEEE,IEEE Computat Intelligence Soc,Int Neural Network Soc,Ask Corp,Springer,Align,Genisama,Noeon Res,Hitachi Zosen Corp,JNNS,Japanese Soc Evolutionary Computat,IPJ,EIC,SICE,SOFT,Japanese Soc Artificial Intelligence;;;;;;;;;;;;;;;;;;;;;;;2161-4393;;"979-8-3503-5932-9; 979-8-3503-5931-2";;;;2024;;;;;;;;;;10.1109/IJCNN60899.2024.10650007;http://dx.doi.org/10.1109/IJCNN60899.2024.10650007;;;;;;;;;;;;;WOS:001315691501007;View Full Record in Web of Science
J;"Bermudo, M; Ayala, D; Hernández, I; Ruiz, D; Toro, M";;;;"Bermudo, Miguel; Ayala, Daniel; Hernandez, Inma; Ruiz, David; Toro, Miguel";;;SpaceRL-KG: Searching paths automatically combining embedding-based rewards with Reinforcement Learning in Knowledge Graphs;EXPERT SYSTEMS WITH APPLICATIONS;;;;;;;;;;;;;;;;;"Ayala, Daniel/X-1748-2018; Hernández, Inma/G-1661-2014; Ruiz, David/F-2448-2010; Toro Bonilla, Jose Miguel/O-1302-2015";"BERMUDO BAYO, MIGUEL/0000-0003-1994-3941; Toro Bonilla, Jose Miguel/0000-0003-2271-2765";;;;;;;;;;;;;0957-4174;1873-6793;;;;DEC 1;2024;255;;A;;;;;;124410;10.1016/j.eswa.2024.124410;http://dx.doi.org/10.1016/j.eswa.2024.124410;;JUN 2024;;;;;;;;;;;WOS:001259876100001;View Full Record in Web of Science
C;"Chen, K; Yang, M; Utiyama, M; Sumita, E; Wang, R; Zhang, M";;DeRaedt, L;;"Chen, Kehai; Yang, Muyun; Utiyama, Masao; Sumita, Eiichiro; Wang, Rui; Zhang, Min";;;Effective Graph Context Representation for Document-level Machine Translation;PROCEEDINGS OF THE THIRTY-FIRST INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE, IJCAI 2022;;;;;31st International Joint Conference on Artificial Intelligence (IJCAI);JUL 23-29, 2022;Vienna, AUSTRIA;Int Joint Conf Artifical Intelligence;;;;;;;;;;Yang, Muyun/0000-0002-5940-0266;;;;;;;;;;;;;;;978-1-956792-00-3;;;;2022;;;;;;;4079;4085;;;;;;;;;;;;;;;;WOS:001202342304029;View Full Record in Web of Science
C;"Yin, LC; Zhu, J; Hou, ES; Ni, M";;"Xiong, D; Jiang, R; Lu, Y; Dong, M; Li, H";;"Yin, Liangcheng; Zhu, Jie; Hou, Enshuai; Ni, Ma";;;Knowledge Graph Embedding Based on Semantic Hierarchical Spatial Rotation;2021 INTERNATIONAL CONFERENCE ON ASIAN LANGUAGE PROCESSING (IALP);International Conference on Asian Language Processing;;;;25th International Conference on Asian Language Processing (IALP);DEC 11-13, 2021;ELECTR NETWORK;Chinese & Oriental Languages Informat Proc Soc,Ludong Univ,IEEE,IEEE Singapore Sect;;;;;;;;;;;;;;;;;;;;;;;2159-1962;2159-1970;978-1-6654-8311-7;;;;2021;;;;;;;19;24;;10.1109/IALP54817.2021.9675277;http://dx.doi.org/10.1109/IALP54817.2021.9675277;;;;;;;;;;;;;WOS:000803972300004;View Full Record in Web of Science
J;"Li, F; Chen, JX; Zhang, XJ";;;;"Li, Feng; Chen, Jingxian; Zhang, Xuejun";;;A Survey of Non-Autoregressive Neural Machine Translation;ELECTRONICS;;;;;;;;;;;;;;;;;;"Zhang, Xuejun/0000-0001-7689-4686; Li, Feng/0009-0005-7523-4746";;;;;;;;;;;;;2079-9292;;;;;JUL;2023;12;13;;;;;;;2980;10.3390/electronics12132980;http://dx.doi.org/10.3390/electronics12132980;;;;;;;;;;;;;WOS:001031199700001;View Full Record in Web of Science
J;"Liang, SQ; Stockinger, K; de Farias, TM; Anisimova, M; Gil, M";;;;"Liang, Shiqi; Stockinger, Kurt; de Farias, Tarcisio Mendes; Anisimova, Maria; Gil, Manuel";;;Querying knowledge graphs in natural language;JOURNAL OF BIG DATA;;;;;;;;;;;;;;;;;Farias, Tarcisio/MGV-8301-2025;"Stockinger, Kurt/0000-0003-4034-4812; Gil, Manuel/0000-0001-7089-6285; Anisimova, Maria/0000-0001-8145-7966; Mendes de Farias, Tarcisio/0000-0002-3175-5372";;;;;;;;;;;;;;2196-1115;;;;JAN 6;2021;8;1;;;;;;;3;10.1186/s40537-020-00383-w;http://dx.doi.org/10.1186/s40537-020-00383-w;;;;;;;;33489717;;;;;WOS:000610410900005;View Full Record in Web of Science
J;"Sajadi, A; Borujerdi, MRM";;;;"Sajadi, Armin; Borujerdi, Mohammad Reza M.";;;Machine translation based on unification link grammar;ARTIFICIAL INTELLIGENCE REVIEW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0269-2821;1573-7462;;;;FEB;2013;39;2;;;;;109;132;;10.1007/s10462-011-9261-7;http://dx.doi.org/10.1007/s10462-011-9261-7;;;;;;;;;;;;;WOS:000315358400002;View Full Record in Web of Science
J;"Yang, BS; Wong, DF; Chao, LS; Zhang, M";;;;"Yang, Baosong; Wong, Derek F.; Chao, Lidia S.; Zhang, Min";;;Improving tree-based neural machine translation with dynamic lexicalized dependency encoding;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;"Wong, Derek F/CAI-7740-2022; zhang, min/IYI-9869-2023";Wong, Derek F./0000-0002-5307-7322;;;;;;;;;;;;;0950-7051;1872-7409;;;;JAN 5;2020;188;;;;;;;;105042;10.1016/j.knosys.2019.105042;http://dx.doi.org/10.1016/j.knosys.2019.105042;;;;;;;;;;;;;WOS:000513295000034;View Full Record in Web of Science
J;"Zhou, B; Hua, B; Gu, XH; Lu, YQ; Peng, T; Zheng, Y; Shen, XW; Bao, JS";;;;"Zhou, Bin; Hua, Bao; Gu, Xinghai; Lu, Yuqian; Peng, Tao; Zheng, Yu; Shen, Xingwang; Bao, Jinsong";;;An end-to-end tabular information-oriented causality event evolutionary knowledge graph for manufacturing documents;ADVANCED ENGINEERING INFORMATICS;;;;;;;;;;;;;;;;;"Shen, Xingwang/MBG-7572-2025; Lu, Yuqian/U-6820-2019";Shen, Xingwang/0000-0001-6985-9567;;;;;;;;;;;;;1474-0346;1873-5320;;;;OCT;2021;50;;;;;;;;101441;10.1016/j.aei.2021.101441;http://dx.doi.org/10.1016/j.aei.2021.101441;;;;;;;;;;;;;WOS:000984452200001;View Full Record in Web of Science
J;"Song, TW; Yin, L; Liu, Y; Liao, L; Luo, J; Xu, ZQ";;;;"Song, Tengwei; Yin, Long; Liu, Yang; Liao, Long; Luo, Jie; Xu, Zhiqiang";;;Expressiveness Analysis and Enhancing Framework for Geometric Knowledge Graph Embedding Models;IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING;;;;;;;;;;;;;;;;;;"Liao, Long/0009-0002-7106-8902; Luo, Jie/0000-0002-4157-9931";;;;;;;;;;;;;1041-4347;1558-2191;;;;JAN;2025;37;1;;;;;306;318;;10.1109/TKDE.2024.3486915;http://dx.doi.org/10.1109/TKDE.2024.3486915;;;;;;;;;;;;;WOS:001375739100006;View Full Record in Web of Science
C;"Chen, K; Wang, Y; Li, YT; Li, AP; Zhao, XJ";;"Farkas, I; Masulli, P; Otte, S; Wermter, S";;"Chen, Kai; Wang, Ye; Li, Yitong; Li, Aiping; Zhao, Xiaojuan";;;Contextualise Entities and Relations: An Interaction Method for Knowledge Graph Completion;ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING - ICANN 2021, PT III;Lecture Notes in Computer Science;;;;30th International Conference on Artificial Neural Networks (ICANN);SEP 14-17, 2021;ELECTR NETWORK;;;;;;;;;;Chen, KaiJie/A-1743-2016;Chen, Kai/0000-0001-5663-211X;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-86365-4; 978-3-030-86364-7";;;;2021;12893;;;;;;179;191;;10.1007/978-3-030-86365-4_15;http://dx.doi.org/10.1007/978-3-030-86365-4_15;;;;;;;;;;;;;WOS:000711921200015;View Full Record in Web of Science
C;"Linjordet, T; Balog, K; Setty, V";;;ASSOC COMPUTING MACHINERY;"Linjordet, Trond; Balog, Krisztian; Setty, Vinay";;;Towards Formally Grounded Evaluation Measures for Semantic Parsing-based Knowledge Graph Question Answering;PROCEEDINGS OF THE 2022 ACM SIGIR INTERNATIONAL CONFERENCE ON THE THEORY OF INFORMATION RETRIEVAL, ICTIR 2022;;;;;45th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR);JUL 11-15, 2022;Madrid, SPAIN;Assoc Comp Machinery,ACM Special Interest Grp Informat Retrieval;;;;;;;;;"Setty, Vinay/LXW-8540-2024; Balog, Krisztian/AAJ-8229-2020";;;;;;;;;;;;;;;;978-1-4503-9412-3;;;;2022;;;;;;;202;211;;10.1145/3539813.3545146;http://dx.doi.org/10.1145/3539813.3545146;;;;;;;;;;;;;WOS:001284305100026;View Full Record in Web of Science
J;"Zhang, LL; Zhong, YJ; Zheng, QH; Liu, J; Wang, QY; Wang, JX; Chang, XJ";;;;"Zhang, Lingling; Zhong, Yujie; Zheng, Qinghua; Liu, Jun; Wang, Qianying; Wang, Jiaxin; Chang, Xiaojun";;;TDGI: Translation-Guided Double-Graph Inference for Document-Level Relation Extraction;IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE;;;;;;;;;;;;;;;;;"; Chang, Xiaojun/A-2055-2015";"Wang, Jiaxin/0000-0003-1629-654X; Chang, Xiaojun/0000-0002-7778-8807";;;;;;;;;;;;;0162-8828;1939-3539;;;;APR;2025;47;4;;;;;2647;2659;;10.1109/TPAMI.2025.3528246;http://dx.doi.org/10.1109/TPAMI.2025.3528246;;;;;;;;40030986;;;;;WOS:001439648900047;View Full Record in Web of Science
C;"Yang, H; Qin, Y; Deng, Y; Wang, MH";;;IEEE;"Yang, Hao; Qin, Ying; Deng, Yao; Wang, Minghan";;;NMT Enhancement based on Knowledge Graph Mining with Pre-trained Language Model;2020 22ND INTERNATIONAL CONFERENCE ON ADVANCED COMMUNICATION TECHNOLOGY (ICACT): DIGITAL SECURITY GLOBAL AGENDA FOR SAFE SOCIETY!;International Conference on Advanced Communication Technology;;;;22nd IEEE International Conference on Advanced Communication Technology (ICACT);FEB 16-19, 2020;Pyeongchang, SOUTH KOREA;IEEE,IEEE Commun Soc,Global IT Res Inst,Natl Informat Soc Agcy,Elect & Telecommunicat Res Inst,Gangwon Convent & Visitors Bur,Korean Inst Commun Sci,IEEK Commun Soc,Korean Inst Informat Scientists & Engineers,Open Stand & Internet Assoc,Korea Inst Informat Secur & Crytol,Vietnam Natl Univ, Informat Technol Inst;;;;;;;;;Hao, Yang/AAW-2220-2020;yang, hao/0000-0001-8861-7010;;;;;;;;;;;;;1738-9445;;979-11-88428-04-5;;;;2020;;;;;;;185;189;;10.23919/icact48636.2020.9061292;http://dx.doi.org/10.23919/icact48636.2020.9061292;;;;;;;;;;;;;WOS:000576739100036;View Full Record in Web of Science
J;"Sivakumar, N; Srinivasan, P; Kannan, M; Vijayalakshmi, P; Nagarajan, T";;;;"Sivakumar, Nethraa; Srinivasan, Pooja; Kannan, Mrinalini; Vijayalakshmi, P.; Nagarajan, T.";;;PooRaa-Agri KG: An agricultural knowledge graph-based simplified multilingual query system;EXPERT SYSTEMS;;;;;;;;;;;;;;;;;Kannan, Mrinalini/LMI-6007-2024;Kannan, Mrinalini/0000-0003-4632-2518;;;;;;;;;;;;;0266-4720;1468-0394;;;;DEC;2023;40;10;;;;;;;e13434;10.1111/exsy.13434;http://dx.doi.org/10.1111/exsy.13434;;;;;;;;;;;;;WOS:001162102000006;View Full Record in Web of Science
J;"Zhang, D; Jia, DL";;;;"Zhang, Dan; Jia, Delong";;;A disambiguation method for potential ambiguities in Chinese based on knowledge graphs and large language model;ALEXANDRIA ENGINEERING JOURNAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1110-0168;2090-2670;;;;JUL;2025;126;;;;;;293;302;;10.1016/j.aej.2025.04.089;http://dx.doi.org/10.1016/j.aej.2025.04.089;;;;;;;;;;;;;WOS:001485255800001;View Full Record in Web of Science
J;"AlMousa, M; Benlamri, R; Khoury, R";;;;"AlMousa, Mohannad; Benlamri, Rachid; Khoury, Richard";;;A novel word sense disambiguation approach using WordNet knowledge graph;COMPUTER SPEECH AND LANGUAGE;;;;;;;;;;;;;;;;;Almousa, Mohannad/AAI-5036-2021;Khoury, Richard/0000-0001-8237-4548;;;;;;;;;;;;;0885-2308;1095-8363;;;;JUL;2022;74;;;;;;;;101337;10.1016/j.csl.2021.101337;http://dx.doi.org/10.1016/j.csl.2021.101337;;JAN 2022;;;;;;;;;;;WOS:000820203600002;View Full Record in Web of Science
C;"Kalamkar, DD; Banerjee, K; Srinivasan, S; Sridharan, S; Georganas, E; Smorkalov, ME; Xu, C; Heinecke, A";;;IEEE;"Kalamkar, Dhiraj D.; Banerjee, Kunal; Srinivasan, Sudarshan; Sridharan, Srinivas; Georganas, Evangelos; Smorkalov, Mikhail E.; Xu, Cong; Heinecke, Alexander";;;Training Google Neural Machine Translation on an Intel CPU Cluster;2019 IEEE INTERNATIONAL CONFERENCE ON CLUSTER COMPUTING (CLUSTER);IEEE International Conference on Cluster Computing;;;;IEEE International Conference on Cluster Computing (IEEE CLUSTER);SEP 23-26, 2019;Albuquerque, NM;IEEE,IEEE Comp Soc,IEEE Cluster Steering Comm;;;;;;;;;;Smorkalov, Mikhail/0000-0002-0454-5249;;;;;;;;;;;;;1552-5244;;978-1-7281-4734-5;;;;2019;;;;;;;193;202;;10.1109/cluster.2019.8891019;http://dx.doi.org/10.1109/cluster.2019.8891019;;;;;;;;;;;;;WOS:000518608700021;View Full Record in Web of Science
J;"Tam, NT; Trung, HT; Yin, HZ; Vinh, TV; Sakong, D; Zheng, BL; Hung, NQV";;;;"Nguyen Thanh Tam; Huynh Thanh Trung; Yin, Hongzhi; Tong Van Vinh; Sakong, Darnbi; Zheng, Bolong; Nguyen Quoc Viet Hung";;;Entity Alignment for Knowledge Graphs With Multi-Order Convolutional Networks;IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING;;;;;;;;;;;;;;;;;"Yin, Hongzhi/AAP-2078-2020; Nguyen, Toan Van/C-7442-2017; Sakong, Darnbi/HDO-7892-2022";"Huynh, Thanh Trung/0000-0003-2027-5362; Nguyen, Thanh Tam/0000-0002-2586-7757; Tong, Vinh/0000-0003-1756-4251; Yin, Hongzhi/0000-0003-1395-261X; Nguyen, Quoc Viet Hung/0000-0002-9687-1315; Sakong, Darnbi/0000-0002-1827-2421";;;;;;;;;;;;;1041-4347;1558-2191;;;;SEPT 1;2022;34;9;;;;;4201;4214;;10.1109/TKDE.2020.3038654;http://dx.doi.org/10.1109/TKDE.2020.3038654;;;;;;;;;;;;;WOS:000836626800012;View Full Record in Web of Science
J;Zhou, QL;;;;Zhou, Qiaoling;;;IELTS translation education corpus construction based on bilingual non-parallel data model;INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED AND INTELLIGENT ENGINEERING SYSTEMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1327-2314;1875-8827;;;;;2021;25;4;;;;;385;396;;10.3233/KES-210082;http://dx.doi.org/10.3233/KES-210082;;;;;;;;;;;;;WOS:000760523300002;View Full Record in Web of Science
J;"Wei, YW; Duan, MM; Zhou, HY; Jia, ZY; Gao, ZW; Wang, LB";;;;"Wei, Yiwei; Duan, Maomao; Zhou, Hengyang; Jia, Zhiyang; Gao, Zengwei; Wang, Longbiao";;;Towards multimodal sarcasm detection via label-aware graph contrastive learning with back-translation augmentation;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;jia, zhiyang/IQS-3932-2023;"zhou, hengyang/0009-0002-9442-3399; yiwei, wei/0000-0002-7627-5487";;;;;;;;;;;;;0950-7051;1872-7409;;;;SEP 27;2024;300;;;;;;;;112109;10.1016/j.knosys.2024.112109;http://dx.doi.org/10.1016/j.knosys.2024.112109;;JUL 2024;;;;;;;;;;;WOS:001274314600001;View Full Record in Web of Science
C;"Chen, MH; Tian, YT; Yang, MH; Zaniolo, C";;Sierra, C;;"Chen, Muhao; Tian, Yingtao; Yang, Mohan; Zaniolo, Carlo";;;Multilingual Knowledge Graph Embeddings for Cross-lingual Knowledge Alignment;PROCEEDINGS OF THE TWENTY-SIXTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE;;;;;26th International Joint Conference on Artificial Intelligence (IJCAI);AUG 19-25, 2017;Melbourne, AUSTRALIA;Int Joint Conf Artifical Intelligence,Victoria Govt,Melbourne Convent Bur,Artificial Intelligence Journal,Alibaba Grp,Xiaoi,Tencent,JD.com,Meitu Inc,Didi ChuXing,Baidu,Ant Financial Serv Grp,Australian Comp Soc,Natl Sci Fdn,Univ Technol Sydney,Griffith Univ,Univ Sydney,Royal Melbourne Inst Technol Univ,Melbourne Univ,Australian Natl Univ,King Abdullah Univ Sci & Technol,Data61,Adobe,IBM,NNAISENCE,AUBOT,So Univ Sci & Technol,Monash Univ,Auckland Univ Technol,Univ New S Wales,Assumption University of Thailand,Future Univ Hakodate,Deakin Univ,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Nanyang Technological University,Federation Univ,Univ Queensland,Facebook,Microsoft,BigML,Essence,Nuance,NVIDIA,XENON;;;;;;;;;"Chen, Muhao/AAA-3634-2021; Li, Yang/KFB-5350-2024";;;;;;;;;;;;;;;;978-0-9992411-0-3;;;;2017;;;;;;;1511;1517;;;;;;;;;;;;;;;;WOS:000764137501087;View Full Record in Web of Science
J;"Arnaout, H; Elbassuoni, S";;;;"Arnaout, Hiba; Elbassuoni, Shady";;;Effective searching of RDF knowledge graphs;JOURNAL OF WEB SEMANTICS;;;;;;;;;;;;;;;;;;Arnaout, Hiba/0000-0003-1077-6278;;;;;;;;;;;;;1570-8268;;;;;JAN;2018;48;;;;;;66;84;;10.1016/j.websem.2017.12.001;http://dx.doi.org/10.1016/j.websem.2017.12.001;;;;;;;;;;;;;WOS:000425886000004;View Full Record in Web of Science
C;"Xu, Z; Zhou, H; He, T; Wang, HZ";;;IEEE;"Xu, Ze; Zhou, Hao; He, Ting; Wang, Huazhen";;;EARP: Integration with Entity Attribute and Relation Path for Event Knowledge Graph Representation Learning;2023 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, IJCNN;IEEE International Joint Conference on Neural Networks (IJCNN);;;;International Joint Conference on Neural Networks (IJCNN);JUN 18-23, 2023;Broadbeach, AUSTRALIA;Int Neural Network Soc,IEEE Computat Intelligence Soc;;;;;;;;;;;;;;;;;;;;;;;2161-4393;;978-1-6654-8867-9;;;;2023;;;;;;;;;;10.1109/IJCNN54540.2023.10191442;http://dx.doi.org/10.1109/IJCNN54540.2023.10191442;;;;;;;;;;;;;WOS:001046198703024;View Full Record in Web of Science
J;"Ueffing, N; Ney, H";;;;"Ueffing, Nicola; Ney, Hermann";;;Word-level confidence estimation for machine translation;COMPUTATIONAL LINGUISTICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0891-2017;1530-9312;;;;MAR;2007;33;1;;;;;9;40;;10.1162/coli.2007.33.1.9;http://dx.doi.org/10.1162/coli.2007.33.1.9;;;;;;;;;;;;;WOS:000245549200003;View Full Record in Web of Science
C;"Nayyeri, M; Vahdati, S; Aykul, C; Lehmann, J";;;Assoc Advancement Artificial Intelligence;"Nayyeri, Mojtaba; Vahdati, Sahar; Aykul, Can; Lehmann, Jens";;;5*Knowledge Graph Embeddings with Projective Transformations;THIRTY-FIFTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, THIRTY-THIRD CONFERENCE ON INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE AND THE ELEVENTH SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE;AAAI Conference on Artificial Intelligence;;;;35th AAAI Conference on Artificial Intelligence / 33rd Conference on Innovative Applications of Artificial Intelligence / 11th Symposium on Educational Advances in Artificial Intelligence;FEB 02-09, 2021;ELECTR NETWORK;Assoc Advancement Artificial Intelligence;;;;;;;;;Lehmann, Jens/AAP-1318-2021;;;;;;;;;;;;;;2159-5399;2374-3468;978-1-57735-866-4;;;;2021;35;;;;;;9064;9072;;;;;;;;;;;;;;;;WOS:000681269800073;View Full Record in Web of Science
J;"Ni, P; Okhrati, R; Guan, S; Chang, V";;;;"Ni, Pin; Okhrati, Ramin; Guan, Steven; Chang, Victor";;;Knowledge Graph and Deep Learning-based Text-to-GQL Model for Intelligent Medical Consultation Chatbot;INFORMATION SYSTEMS FRONTIERS;;;;;;;;;;;;;;;;;"Ni, Pin/GQA-5288-2022; Chang, Victor/AAC-7582-2019";", Ramin/0000-0003-0103-7051; Chang, Victor/0000-0002-8012-5852; Guan, Steven Sheng-Uei/0000-0002-3968-9752; Ni, Pin/0000-0003-4516-1249";;;;;;;;;;;;;1387-3326;1572-9419;;;;FEB;2024;26;1;;;SI;;137;156;;10.1007/s10796-022-10295-0;http://dx.doi.org/10.1007/s10796-022-10295-0;;JUL 2022;;;;;;35815295;;;;;WOS:000824820100001;View Full Record in Web of Science
C;"Huang, F; Zhou, H; Liu, Y; Li, H; Huang, ML";"Chaudhuri, K; Jegelka, S; Song, L; Szepesvari, C; Niu, G; Sabato, S";;;"Huang, Fei; Zhou, Hao; Liu, Yang; Li, Hang; Huang, Minlie";"Chaudhuri, K; Jegelka, S; Song, L; Szepesvari, C; Niu, G; Sabato, S";;Acyclic Transformer for Non-Autoregressive Machine Translation;INTERNATIONAL CONFERENCE ON MACHINE LEARNING, VOL 162;Proceedings of Machine Learning Research;;;;39th International Conference on Machine Learning (ICML);JUL 17-23, 2022;Baltimore, MD;;;;;;;;;;Huang, Wenbing/AHB-1846-2022;;;;;;;;;;;;;;2640-3498;;;;;;2022;;;;;;;;;;;;;;;;;;;;;;;;WOS:000922378804018;View Full Record in Web of Science
J;SOWA, JF;;;;SOWA, JF;;;CONCEPTUAL GRAPHS AS A UNIVERSAL KNOWLEDGE REPRESENTATION;COMPUTERS & MATHEMATICS WITH APPLICATIONS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0898-1221;;;;;JAN-MAR;1992;23;2-5;;;;;75;93;;10.1016/0898-1221(92)90137-7;http://dx.doi.org/10.1016/0898-1221(92)90137-7;;;;;;;;;;;;;WOS:A1992GY69400004;View Full Record in Web of Science
